id,model,year,transmission,manufacturer,vehicle_type,fuel,fuel_configuration,best_mpge
12051,avalon hybrid xle,2019,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,44.0
12160,highlander hybrid awd le plus,2019,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,30.0
825,grand marquis ffv,2008,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,23.0
11939,530e xdrive,2018,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,67.0
367,grand caravan ffv,2005,auto,dodge,van,ethanol (e85),flexible fuel,25.0
12710,range rover velar p340 mhev,2021,auto,land rover,suv,hybrid electric,dedicated,26.0
68,chevrolet c/k,2000,auto,chevrolet,pickup,cng - compressed natural gas,dual/bi-fueled,18.0
11538,f-150,2016,auto,ford,pickup,ethanol (e85),dedicated,25.0
11579,optima,2015,auto,kia,sedan/wagon,hybrid electric,dedicated,40.0
11779,model s awd - p90d,2017,auto,tesla,sedan/wagon,electric,dedicated,100.0
11868,charger awd,2018,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,27.0
14,f-150,1998,unknown,ford,pickup,cng - compressed natural gas,dual/bi-fueled,18.0
830,camry,2008,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,34.0
12042,tahoe c1500 2wd,2019,auto,chevrolet,suv,ethanol (e85),flexible fuel,22.0
11815,niro touring,2017,auto,kia,sedan/wagon,hybrid electric,dedicated,46.0
12882,leaf (62 kwh battery pack),2022,auto,nissan,sedan/wagon,electric,dedicated,118.0
11684,renegade 2wd,2017,auto,jeep,suv,ethanol (e85),flexible fuel,30.0
668,c230 sport sedan ffv,2007,manual,mercedes-benz,sedan/wagon,ethanol (e85),flexible fuel,25.0
188,town and country ffv,2002,auto,chrysler,van,ethanol (e85),flexible fuel,24.0
10400,f-150 5.0l,2012,auto,ford,pickup,ethanol (e85),flexible fuel,21.0
12697,leaf (40 kwh battery pack),2021,auto,nissan,sedan/wagon,electric,hybrid electric,123.0
11736,range rover sport,2017,auto,land rover,suv,biodiesel (b20),dedicated,28.0
12240,panamera turbo s e-hybrid,2019,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,22.0
12140,sonata hybrid se,2019,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,46.0
12293,corolla hybrid,2020,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,53.0
12309,explorer hev awd,2020,auto,ford,suv,hybrid electric,hybrid electric,26.0
11277,fusion energi,2014,continuously variable,ford,sedan/wagon,plug-in hybrid electric,hybrid electric,100.0
11943,volt,2018,auto,chevrolet,sedan/wagon,plug-in hybrid electric,hybrid electric,106.0
11386,highlander,2015,continuously variable,toyota,suv,hybrid electric,hybrid electric,28.0
11379,xv crosstrek,2015,continuously variable,subaru,suv,hybrid electric,hybrid electric,34.0
10070,sierra 1500,2011,auto,gmc,pickup,ethanol (e85),flexible fuel,21.0
12876,avalon hybrid xle,2022,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,44.0
11900,frontier 4wd ffv,2018,auto,nissan,pickup,ethanol (e85),flexible fuel,21.0
11962,model s awd - 75d,2018,auto,tesla,sedan/wagon,electric,dedicated,105.0
12830,prius eco,2022,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,58.0
10316,lacrosse ffv,2012,auto,buick,sedan/wagon,ethanol (e85),flexible fuel,27.0
12928,a8l quattro,2022,auto,audi,sedan/wagon,hybrid electric,hybrid electric,28.0
12124,frontier 2wd ffv,2019,auto,nissan,pickup,ethanol (e85),flexible fuel,22.0
11525,200 fwd/awd,2016,auto,chrysler,sedan/wagon,ethanol (e85),dedicated,29.0
11928,rogue fwd hybrid,2018,auto,nissan,suv,hybrid electric,hybrid electric,35.0
10463,continental super sport,2013,auto,bentley motors,sedan/wagon,ethanol (e85),flexible fuel,19.0
633,taurus ffv,1994,auto,ford,sedan/wagon,methanol,flexible fuel,26.0
12521,insight,2021,auto,honda,sedan/wagon,hybrid electric,hybrid electric,55.0
12835,niro plug-in hybrid,2022,auto,kia,sedan/wagon,plug-in hybrid electric,hybrid electric,48.0
12937,gle 450 4matic,2022,auto,mercedes-benz,suv,hybrid electric,hybrid electric,25.0
12992,panamera turbo s e-hybrid executive/st,2022,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,22.0
10547,prius c,2013,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,53.0
10564,impala,2013,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,30.0
544,prius hybrid,2003,continuously variable,toyota,sedan/wagon,hybrid electric,hybrid electric,60.0
10122,avenger,2011,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,29.0
222,savana,2002,auto,quantum-procon,van,propane,dedicated,18.0
12712,niro plug-in hybrid,2021,auto,kia,sedan/wagon,plug-in hybrid electric,hybrid electric,48.0
12889,sorento plug-in hybrid,2022,auto,kia,suv,plug-in hybrid electric,hybrid electric,35.0
12328,camry hybrid le,2020,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,53.0
11852,model 3 long range,2017,auto,tesla,sedan/wagon,electric,dedicated,131.0
10525,clarity,2013,unknown,honda,sedan/wagon,hydrogen fuel cell,fuel cell,60.0
12108,mirai,2019,auto,toyota,sedan/wagon,hydrogen fuel cell,dedicated,67.0
12360,f-150 4wd ffv,2020,auto,ford,pickup,ethanol (e85),flexible fuel,21.0
11869,journey,2018,auto,dodge,suv,ethanol (e85),flexible fuel,25.0
12966,taycan 4 cross turismo,2022,auto,porsche,sedan/wagon,electric,dedicated,77.0
489,escape hybrid,2006,continuously variable,ford,suv,hybrid electric,hybrid electric,36.0
852,grand cherokee ffv,2009,auto,jeep,suv,ethanol (e85),flexible fuel,19.0
193,gmc sierra,2002,manual,gmc,pickup,cng - compressed natural gas,dual/bi-fueled,21.0
11926,mkz hybrid fwd,2018,auto,lincoln,sedan/wagon,hybrid electric,hybrid electric,41.0
12153,cls 450,2019,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,31.0
11883,sierra c15 2wd,2018,auto,gmc,pickup,ethanol (e85),flexible fuel,24.0
12879,kona electric,2022,auto,hyundai,suv,electric,dedicated,132.0
11638,bolt,2017,auto,chevrolet,sedan/wagon,electric,dedicated,128.0
11337,p1,2015,auto,mclaren,sedan/wagon,plug-in hybrid electric,hybrid electric,20.0
863,navigator ffv,2009,auto,lincoln,suv,ethanol (e85),flexible fuel,20.0
12321,amg e53 4matic+ (coupe),2020,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,28.0
11565,sequoia 4wd,2016,auto,toyota,suv,ethanol (e85),dedicated,17.0
11521,suburban 2wd/4wd,2016,auto,chevrolet,suv,ethanol (e85),dedicated,23.0
11708,mkz hybrid fwd,2017,auto,lincoln,sedan/wagon,hybrid electric,hybrid electric,41.0
10543,titan,2013,auto,nissan,pickup,ethanol (e85),flexible fuel,18.0
12858,m440i xdrive coupe,2022,auto,bmw,sedan/wagon,hybrid electric,hybrid electric,32.0
546,sebring sedan ffv,2003,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,28.0
12911,suburban 2wd,2022,auto,chevrolet,suv,biodiesel (b20),dedicated,27.0
12109,silverado c10 2wd,2019,auto,chevrolet,pickup,ethanol (e85),flexible fuel,20.0
12920,yukon xl 2wd,2022,auto,gmc,suv,biodiesel (b20),dedicated,27.0
11678,yukon c1500 2wd,2017,auto,gmc,suv,ethanol (e85),flexible fuel,23.0
11743,colorado 4wd,2017,auto,chevrolet,pickup,biodiesel (b20),dedicated,28.0
790,impala ffv,2008,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,29.0
876,sierra 1500 ffv,2009,auto,gmc,pickup,ethanol (e85),flexible fuel,20.0
12789,a6 quattro,2022,auto,audi,sedan/wagon,hybrid electric,hybrid electric,33.0
12481,range rover mhev,2020,auto,land rover,suv,hybrid electric,dedicated,24.0
10057,titan king cab 2wd ffv,2011,auto,nissan,pickup,ethanol (e85),flexible fuel,18.0
11357,918 spyder,2015,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,67.0
948,highlander,2010,auto,toyota,suv,hybrid electric,hybrid electric,27.0
13001,e-tron sportback quattro,2022,auto,audi,suv,electric,unknown,78.0
182,ranger ffv,2002,auto,ford,pickup,ethanol (e85),flexible fuel,22.0
12593,gls 450 4matic,2021,auto,mercedes-benz,suv,hybrid electric,hybrid electric,24.0
10640,e400,2013,auto,mercedes-benz,sedan/wagon,hybrid electric,dedicated,30.0
12324,cls 450 4matic,2020,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,30.0
12239,panamera turbo s e-hybrid executive,2019,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,22.0
12104,niro electric,2019,auto,kia,sedan/wagon,electric,dedicated,123.0
12571,silverado 4wd,2021,auto,chevrolet,pickup,biodiesel (b20),dedicated,26.0
11135,"silverado 1500, 2wd/4wd",2014,auto,chevrolet,pickup,ethanol (e85),flexible fuel,23.0
12747,wrangler 4dr 4xe,2021,auto,jeep,suv,plug-in hybrid electric,hybrid electric,20.0
10487,1500,2013,auto,dodge,pickup,ethanol (e85),flexible fuel,16.0
10058,leaf,2011,single,nissan,sedan/wagon,electric,dedicated,106.0
806,tahoe hybrid,2008,auto,chevrolet,suv,hybrid electric,hybrid electric,21.0
12974,f-150 2wd ffv - with start/stop,2022,auto,ford,pickup,ethanol (e85),flexible fuel,24.0
12027,panamera 4 e-hybrid,2018,auto,porsche,sedan/wagon,plug-in hybrid electric,hybrid electric,46.0
10062,sequoia 4wd,2011,auto,toyota,suv,ethanol (e85),flexible fuel,18.0
10143,ram,2011,auto,dodge,pickup,ethanol (e85),flexible fuel,18.0
12192,prius awd,2019,auto,toyota,sedan/wagon,hybrid electric,hybrid electric,52.0
11168,f-150,2014,auto,ford,pickup,ethanol (e85),flexible fuel,23.0
964,mariner,2010,auto,mercury,suv,ethanol (e85),flexible fuel,25.0
11647,a5 cabriolet quattro,2017,manual,audi,sedan/wagon,ethanol (e85),flexible fuel,21.0
11936,a3 e-tron,2018,auto,audi,sedan/wagon,plug-in hybrid electric,hybrid electric,83.0
10370,f-cell,2012,unknown,mercedes-benz,sedan/wagon,hydrogen fuel cell,fuel cell,53.0
13102,amg gle 63 s 4matic+,2022,auto,mercedes-benz,suv,hybrid electric,hybrid electric,19.0
11680,yukon k1500 4wd,2017,auto,gmc,suv,ethanol (e85),flexible fuel,22.0
11978,mdx awd,2018,auto,acura,suv,hybrid electric,dedicated,27.0
10558,routon,2013,auto,volkswagen,van,ethanol (e85),flexible fuel,25.0
180,explorer sport ffv,2002,auto,ford,suv,ethanol (e85),flexible fuel,22.0
87,f-150,2001,auto,ford,pickup,cng - compressed natural gas,dedicated,15.0
10052,hs 250h,2011,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,35.0
935,civic hybrid,2010,auto,honda,sedan/wagon,hybrid electric,hybrid electric,45.0
10041,avalanche 1500 4wd,2011,auto,chevrolet,suv,ethanol (e85),flexible fuel,21.0
11676,sierra k15 4wd,2017,auto,gmc,pickup,ethanol (e85),flexible fuel,22.0
185,ram maxi van,2002,auto,dodge,van,cng - compressed natural gas,dedicated,17.0
11517,silverado 1500 2wd/4wd,2016,auto,chevrolet,pickup,ethanol (e85),dedicated,23.0
12525,wrangler 2dr 4x4,2021,auto,jeep,suv,hybrid electric,hybrid electric,24.0
566,suburban ffv,2003,auto,chevrolet,suv,ethanol (e85),flexible fuel,18.0
11846,fortwo electric drive coupe,2017,auto,smart,sedan/wagon,electric,dedicated,124.0
129,force,2001,single,solectria,sedan/wagon,electric,dedicated,34.0
814,aspen ffv,2008,auto,chrysler,suv,ethanol (e85),flexible fuel,19.0
11363,fusion hybrid,2015,continuously variable,ford,sedan/wagon,hybrid electric,hybrid electric,44.0
11452,xjl ffv,2015,auto,jaguar,sedan/wagon,ethanol (e85),flexible fuel,111.0
11958,model x awd - 75d,2018,auto,tesla,suv,electric,dedicated,95.0
10495,c-max,2013,continuously variable,ford,sedan/wagon,hybrid electric,hybrid electric,47.0
568,silverado ffv,2003,auto,chevrolet,pickup,ethanol (e85),flexible fuel,19.0
10260,continental flying spur,2012,auto,bentley motors,sedan/wagon,ethanol (e85),flexible fuel,19.0
690,silverado,2007,auto,chevrolet,pickup,hybrid electric,hybrid electric,21.0
10566,captiva fwd / awd,2013,auto,chevrolet,suv,ethanol (e85),flexible fuel,24.0
12262,colorado 2wd,2020,auto,chevrolet,pickup,biodiesel (b20),dedicated,30.0
12125,frontier 4wd ffv,2019,auto,nissan,pickup,ethanol (e85),flexible fuel,21.0
12588,polestar i,2021,auto,polestar automotive usa,sedan/wagon,plug-in hybrid electric,hybrid electric,31.0
12315,rx 450h awd,2020,auto,lexus,suv,hybrid electric,hybrid electric,31.0
959,lucerne,2010,auto,buick,sedan/wagon,ethanol (e85),flexible fuel,26.0
10380,sequoia 4wd ffv,2012,auto,toyota,suv,ethanol (e85),flexible fuel,17.0
220,express,2002,auto,quantum-procon,van,propane,dedicated,18.0
10526,sonata,2013,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,39.0
77,town and country ffv,2000,auto,chrysler,van,ethanol (e85),flexible fuel,25.0
12219,500e,2019,auto,fiat,sedan/wagon,electric,dedicated,121.0
12562,s8,2021,auto,audi,sedan/wagon,hybrid electric,hybrid electric,22.0
10532,gs 450h,2013,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,34.0
12410,niro plug-in hybrid,2020,auto,kia,sedan/wagon,plug-in hybrid electric,hybrid electric,48.0
463,silverado ffv,2006,auto,chevrolet,pickup,ethanol (e85),flexible fuel,20.0
12981,escape fwd hev,2022,auto,ford,sedan/wagon,hybrid electric,hybrid electric,44.0
10290,journey,2012,auto,dodge,suv,ethanol (e85),flexible fuel,25.0
11602,soul,2016,auto,kia,sedan/wagon,hybrid electric,dedicated,120.0
12560,rs 6 avant,2021,auto,audi,sedan/wagon,hybrid electric,hybrid electric,22.0
11873,transit connect van ffv,2018,auto,ford,van,ethanol (e85),flexible fuel,27.0
12499,colorado 2wd,2021,auto,chevrolet,pickup,biodiesel (b20),dedicated,30.0
10540,i-miev,2013,unknown,mitsubishi,sedan/wagon,electric,dedicated,126.0
11447,transit 150/250/350,2015,auto,ford,van,ethanol (e85),flexible fuel,19.0
11533,journey fwd,2016,auto,dodge,suv,ethanol (e85),dedicated,25.0
12115,f-150 2wd ffv,2019,auto,ford,pickup,ethanol (e85),flexible fuel,23.0
8,ffv minivan,1998,auto,dodge,van,ethanol (e85),flexible fuel,25.0
11921,optima hybrid,2018,auto,kia,sedan/wagon,hybrid electric,hybrid electric,46.0
12146,es 300h,2019,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,45.0
11661,200,2017,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,31.0
12592,gle 450 4matic,2021,auto,mercedes-benz,suv,hybrid electric,hybrid electric,26.0
12427,highlander hybrid awd,2020,auto,toyota,suv,hybrid electric,hybrid electric,35.0
10349,silverado 1500 hybrid,2012,auto,chevrolet,pickup,hybrid electric,hybrid electric,23.0
10282,200 s,2012,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,29.0
11642,i-miev,2017,auto,mitsubishi,sedan/wagon,electric,dedicated,121.0
12668,escalade 4wd,2021,auto,cadillac,suv,biodiesel (b20),dedicated,26.0
597,plymouth voyager ffv,1999,auto,plymouth,van,ethanol (e85),flexible fuel,25.0
632,taurus ffv,1994,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,26.0
700,armada ffv,2007,auto,nissan,suv,ethanol (e85),flexible fuel,18.0
635,taurus ffv,1996,auto,ford,sedan/wagon,methanol,flexible fuel,26.0
12503,canyon 4wd,2021,auto,gmc,pickup,biodiesel (b20),dedicated,28.0
10530,es 300h,2013,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,40.0
11951,cooper se countryman all4,2018,auto,mini,sedan/wagon,plug-in hybrid electric,hybrid electric,65.0
12784,a4 s line quattro,2022,auto,audi,sedan/wagon,hybrid electric,hybrid electric,31.0
11415,yukon 2wd/4wd,2015,auto,gmc,suv,ethanol (e85),flexible fuel,23.0
10337,caprice police patrol vehicle ffv,2012,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,26.0
821,crown victoria ffv,2008,auto,ford,sedan/wagon,ethanol (e85),flexible fuel,23.0
12639,explorer hev rwd,2021,auto,ford,suv,hybrid electric,hybrid electric,28.0
10076,tahoe 1500 hybrid,2011,auto,chevrolet,suv,hybrid electric,hybrid electric,23.0
10580,yukon denali 2wd/ awd,2013,auto,gmc,suv,ethanol (e85),flexible fuel,18.0
11740,xf awd,2017,auto,jaguar,sedan/wagon,biodiesel (b20),dedicated,40.0
11685,gla250 4matic,2017,auto,mercedes-benz,suv,ethanol (e85),flexible fuel,31.0
12265,canyon 2wd,2020,auto,gmc,pickup,biodiesel (b20),dedicated,30.0
10155,titan king cab 4wd ffv,2011,auto,nissan,pickup,ethanol (e85),flexible fuel,17.0
11147,"equinox, fwd/awd",2014,auto,chevrolet,suv,ethanol (e85),flexible fuel,24.0
12182,model 3 long range awd,2019,auto,tesla,sedan/wagon,electric,dedicated,120.0
12206,xf,2019,auto,jaguar,sedan/wagon,biodiesel (b20),dedicated,42.0
12145,ls 500h awd,2019,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,31.0
11824,xf,2018,auto,jaguar,sedan/wagon,biodiesel (b20),dedicated,42.0
11501,a4 quattro,2016,auto,audi,sedan/wagon,ethanol (e85),dedicated,30.0
289,stratus sedan ffv,2004,auto,dodge,sedan/wagon,ethanol (e85),flexible fuel,28.0
638,f-250,1995,unknown,ford,pickup,cng - compressed natural gas,dual/bi-fueled,18.0
12515,x5 sdrive40i 2wd,2021,auto,bmw,suv,hybrid electric,hybrid electric,26.0
252,silverado ffv,2004,auto,chevrolet,pickup,ethanol (e85),flexible fuel,19.0
641,econoline e-250,1995,auto,ford,van,cng - compressed natural gas,dedicated,17.0
12951,"e-tron s (21"" or 22"" wheels)",2022,auto,audi,suv,electric,unknown,64.0
11515,impala,2016,auto,chevrolet,sedan/wagon,ethanol (e85),dedicated,29.0
11600,500e,2016,auto,fiat,sedan/wagon,electric,dedicated,122.0
12752,model 3 standard range plus rwd,2021,auto,tesla,sedan/wagon,electric,dedicated,150.0
209,rav4-ev,2002,single,toyota,suv,electric,dedicated,37.0
11856,impala,2018,auto,chevrolet,sedan/wagon,ethanol (e85),flexible fuel,28.0
887,tribute hybrid,2009,auto,mazda,suv,hybrid electric,hybrid electric,34.0
12154,cls 450 4matic,2019,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,30.0
11637,i3 bev,2017,auto,bmw,sedan/wagon,electric,dedicated,129.0
703,grand caravan ffv,2007,auto,dodge,van,ethanol (e85),flexible fuel,26.0
290,b3000 ffv,2003,auto,mazda,pickup,ethanol (e85),flexible fuel,21.0
263,civic gx,2003,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,38.0
11466,cv,2015,auto,ram,van,ethanol (e85),flexible fuel,26.0
137,b3000 ffv,2001,auto,mazda,pickup,ethanol (e85),flexible fuel,21.0
11802,rogue awd hybrid,2017,auto,nissan,suv,hybrid electric,hybrid electric,34.0
76,s-10 ffv,2000,auto,chevrolet,pickup,ethanol (e85),flexible fuel,22.0
11988,mirai,2018,auto,toyota,sedan/wagon,hydrogen fuel cell,fuel cell,66.0
12600,a5 cabriolet quattro,2021,auto,audi,sedan/wagon,hybrid electric,hybrid electric,31.0
383,sierra,2005,auto,gmc,pickup,cng - compressed natural gas,dual/bi-fueled,12.0
10378,model s,2012,auto,tesla,sedan/wagon,electric,dedicated,90.0
10601,regal,2013,auto,buick,sedan/wagon,ethanol (e85),flexible fuel,29.0
985,civic gx,2010,auto,honda,sedan/wagon,cng - compressed natural gas,dedicated,36.0
101,chevrolet cavalier,2001,auto,chevrolet,sedan/wagon,cng - compressed natural gas,dual/bi-fueled,29.0
11377,e400 hybrid,2015,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,30.0
13002,e-tron quattro,2022,auto,audi,suv,electric,unknown,78.0
12547,330e xdrive,2021,auto,bmw,sedan/wagon,plug-in hybrid electric,hybrid electric,30.0
11352,leaf,2015,auto,nissan,sedan/wagon,electric,dedicated,126.0
183,ranger ev(lead acid),2002,single,ford,pickup,electric,dedicated,44.0
12967,taycan 4s cross turismo,2022,auto,porsche,sedan/wagon,electric,dedicated,75.0
12756,ioniq electric,2021,auto,hyundai,sedan/wagon,electric,dedicated,145.0
11376,nx 300h,2015,auto,lexus,sedan/wagon,hybrid electric,hybrid electric,35.0
12391,ioniq blue,2020,auto,hyundai,sedan/wagon,hybrid electric,hybrid electric,59.0
13032,s 580 4matic,2022,auto,mercedes-benz,sedan/wagon,hybrid electric,hybrid electric,25.0
12084,rx 450h awd,2019,auto,lexus,suv,hybrid electric,hybrid electric,31.0
11229,"rx 450h, fwd/awd",2014,auto,lexus,suv,hybrid electric,hybrid electric,32.0
11580,ct 200h,2016,continuously variable,lexus,sedan/wagon,hybrid electric,dedicated,43.0
10147,escalade esv awd,2011,auto,cadillac,suv,ethanol (e85),flexible fuel,18.0
12357,f-150 2wd ffv,2020,auto,ford,pickup,ethanol (e85),flexible fuel,25.0
11196,range rover,2014,auto,land rover,suv,ethanol (e85),flexible fuel,23.0
11595,prius v,2016,continuously variable,toyota,sedan/wagon,hybrid electric,dedicated,44.0
11149,"300, fwd/awd",2014,auto,chrysler,sedan/wagon,ethanol (e85),flexible fuel,31.0
10604,srx fwd / awd,2013,auto,cadillac,sedan/wagon,ethanol (e85),flexible fuel,27.0
11778,model s awd - 75d,2017,auto,tesla,sedan/wagon,electric,dedicated,105.0
979,f150,2010,auto,ford,pickup,ethanol (e85),flexible fuel,20.0
11381,q50 hybrid s fwd/awd,2015,auto,infiniti,sedan/wagon,hybrid electric,hybrid electric,36.0
12056,nx 300h awd,2019,auto,lexus,suv,hybrid electric,hybrid electric,33.0
11417,tahoe 2wd/4wd,2015,auto,chevrolet,suv,ethanol (e85),flexible fuel,23.0
11700,sierra 15 hybrid 4wd,2017,auto,gmc,pickup,hybrid electric,hybrid electric,21.0
